item,source,group,level,intent,expect,metric,target,actual_metric,fired_all_rules,fired_live,missing,false_fire,suppressed,co_fired,status_live,cell_live
WIDE_DISTRIBUTION_L1_000,4,single,1,WIDE_DISTRIBUTION,not_fire,spread_norm,0.11,0.1109,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
WIDE_DISTRIBUTION_L2_001,4,single,2,WIDE_DISTRIBUTION,fire,spread_norm,0.2,0.1959,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
WIDE_DISTRIBUTION_L3_002,4,single,3,WIDE_DISTRIBUTION,fire,spread_norm,0.3,0.2982,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
WIDE_DISTRIBUTION_L4_003,4,single,4,WIDE_DISTRIBUTION,fire,spread_norm,0.5,0.4999,WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
WIDE_DISTRIBUTION_L5_004,4,single,5,WIDE_DISTRIBUTION,fire,spread_norm,0.9,0.9167,BIDIR_TAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
GROSS_FAIL_L3_102,4,single,3,GROSS_FAIL,fire,yield,0.35,0.3502,GROSS_FAIL;WAFER_GRADIENT,UNKNOWN,,,,WAFER_GRADIENT,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
BIDIR_TAIL_L2_031,5,single,2,BIDIR_TAIL,fire,spec_margin_min,0.9,0.8923,BIDIR_TAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
BIDIR_TAIL_L3_032,5,single,3,BIDIR_TAIL,fire,spec_margin_min,0.6,0.5867,BIDIR_TAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
BIDIR_TAIL_L4_033,5,single,4,BIDIR_TAIL,fire,spec_margin_min,0.35,0.3441,BIDIR_TAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
BIDIR_TAIL_L5_034,5,single,5,BIDIR_TAIL,fire,spec_margin_min,0.15,0.1281,BIDIR_TAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
CODE_RAIL_L1_060,5,single,1,CODE_RAIL,not_fire,code_edge_hit,0.02,0.02,SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
CODE_RAIL_L2_061,5,single,2,CODE_RAIL,fire,code_edge_hit,0.07,0.0701,CODE_RAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
CODE_RAIL_L3_062,5,single,3,CODE_RAIL,fire,code_edge_hit,0.15,0.15,CODE_RAIL;SPEC_TOO_TIGHT,SPEC_TOO_TIGHT,,,,SPEC_TOO_TIGHT,MINOR,"[MINOR] [현상] 산포는 안정적이나 spec margin이 부족한 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포는 양호(좁고·중앙·단봉)한데 cpk 낮음 — spec margin 자체 검토(spec_review)"
CODE_RAIL_L4_063,5,single,4,CODE_RAIL,fire,code_edge_hit,0.35,0.3502,CODE_RAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
CODE_RAIL_L5_064,5,single,5,CODE_RAIL,fire,code_edge_hit,0.6,0.6001,CODE_RAIL;WIDE_DISTRIBUTION;LOW_CPK,WIDE_DISTRIBUTION;LOW_CPK,,,,WIDE_DISTRIBUTION;LOW_CPK,MAJOR,"[MAJOR] [현상] 산포가 spec 폭 대비 넓게 퍼져 있습니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 산포가 spec 폭 대비 넓음 — 공정 변동 및 site/wafer 조건별 산포 차이 확인"
CONSTANT_VALUE_L1_050,5,single,1,CONSTANT_VALUE,not_fire,stdev,0.0,0.0001,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
CONSTANT_VALUE_L2_051,5,single,2,CONSTANT_VALUE,fire,stdev,0.0,0.0,CONSTANT_VALUE,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
CONSTANT_VALUE_L3_052,5,single,3,CONSTANT_VALUE,fire,stdev,0.0,0.0,CONSTANT_VALUE,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
CONSTANT_VALUE_L4_053,5,single,4,CONSTANT_VALUE,fire,stdev,0.0,0.0,CONSTANT_VALUE,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
CONSTANT_VALUE_L5_054,5,single,5,CONSTANT_VALUE,fire,stdev,0.0,0.0,CONSTANT_VALUE,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EQUIPMENT_SUSPECT_L1_055,5,single,1,EQUIPMENT_SUSPECT,not_fire,site_cpk_delta,0.2,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EQUIPMENT_SUSPECT_L2_056,5,single,2,EQUIPMENT_SUSPECT,fire,site_cpk_delta,0.6,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EQUIPMENT_SUSPECT_L3_057,5,single,3,EQUIPMENT_SUSPECT,fire,site_cpk_delta,1.0,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
EQUIPMENT_SUSPECT_L4_058,5,single,4,EQUIPMENT_SUSPECT,fire,site_cpk_delta,2.0,,HEAVY_TAIL,HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
EQUIPMENT_SUSPECT_L5_059,5,single,5,EQUIPMENT_SUSPECT,fire,site_cpk_delta,4.0,,OUTLIER_WARN;SPEC_TOO_TIGHT;HEAVY_TAIL,OUTLIER_WARN;SPEC_TOO_TIGHT;HEAVY_TAIL,,,,OUTLIER_WARN;SPEC_TOO_TIGHT;HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
HEAVY_TAIL_L1_035,5,single,1,HEAVY_TAIL,not_fire,kurtosis,1.0,1.0,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
HEAVY_TAIL_L2_036,5,single,2,HEAVY_TAIL,fire,kurtosis,2.5,2.5,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
HEAVY_TAIL_L3_037,5,single,3,HEAVY_TAIL,fire,kurtosis,5.0,5.0,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
HEAVY_TAIL_L4_038,5,single,4,HEAVY_TAIL,fire,kurtosis,15.0,15.0,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
HEAVY_TAIL_L5_039,5,single,5,HEAVY_TAIL,fire,kurtosis,40.0,40.0,HEAVY_TAIL,HEAVY_TAIL,,,,,MINOR,"[MINOR] [현상] 분포 꼬리가 두껍게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 분포 꼬리가 두꺼움(간헐 spike) — 산발 이상치 원인(contact/노이즈) 관찰"
LOW_SAMPLE_UNCERTAIN_L1_070,5,single,1,LOW_SAMPLE_UNCERTAIN,not_fire,n_dut,40,40,,,,,,,,
LOW_SAMPLE_UNCERTAIN_L2_071,5,single,2,LOW_SAMPLE_UNCERTAIN,fire,n_dut,19,19,LOW_SAMPLE_UNCERTAIN,,,,,,,
LOW_SAMPLE_UNCERTAIN_L3_072,5,single,3,LOW_SAMPLE_UNCERTAIN,fire,n_dut,12,12,LOW_SAMPLE_UNCERTAIN,,,,,,,
LOW_SAMPLE_UNCERTAIN_L4_073,5,single,4,LOW_SAMPLE_UNCERTAIN,fire,n_dut,6,6,LOW_SAMPLE_UNCERTAIN,,,,,,,
LOW_SAMPLE_UNCERTAIN_L5_074,5,single,5,LOW_SAMPLE_UNCERTAIN,fire,n_dut,2,2,LOW_SAMPLE_UNCERTAIN,,,,,,,
MISSING_LIMIT_L1_065,5,single,1,MISSING_LIMIT,not_fire,limit_missing,0,0,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MISSING_LIMIT_L2_066,5,single,2,MISSING_LIMIT,fire,limit_missing,1,1,MISSING_LIMIT,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MISSING_LIMIT_L3_067,5,single,3,MISSING_LIMIT,fire,limit_missing,1,1,MISSING_LIMIT,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MISSING_LIMIT_L4_068,5,single,4,MISSING_LIMIT,fire,limit_missing,1,1,MISSING_LIMIT,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MISSING_LIMIT_L5_069,5,single,5,MISSING_LIMIT,fire,limit_missing,1,1,MISSING_LIMIT,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_MEANSHIFT-OUTWARN_L1_115,5,combo,1,MEAN_SHIFT;OUTLIER_WARN,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_MEANSHIFT-OUTWARN_L2_116,5,combo,2,MEAN_SHIFT;OUTLIER_WARN,fire,(조합),,,OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_MEANSHIFT-OUTWARN_L3_117,5,combo,3,MEAN_SHIFT;OUTLIER_WARN,fire,(조합),,,OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,,,,HEAVY_TAIL,MINOR,"[MINOR] [현상] outlier 비율이 주의 수준으로 관찰됩니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 비율 주의 수준 — 개별 die 산발 이상 여부 관찰"
MIX2_MEANSHIFT-OUTWARN_L4_118,5,combo,4,MEAN_SHIFT;OUTLIER_WARN,fire,(조합),,,LOW_CPK;OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,LOW_CPK;OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,,,,LOW_CPK;HEAVY_TAIL,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
MIX2_MEANSHIFT-OUTWARN_L5_119,5,combo,5,MEAN_SHIFT;OUTLIER_WARN,fire,(조합),,,LOW_CPK;OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,LOW_CPK;OUTLIER_WARN;MEAN_SHIFT;HEAVY_TAIL,,,,LOW_CPK;HEAVY_TAIL,MAJOR,"[MAJOR] [현상] 공정능력지수(Cpk)가 기준(1.33) 미달입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 공정능력지수 미달(cpk<1.33) — 산포/센터링 근본 점검"
MIX2_WIDE-SEVOUT_L1_105,5,combo,1,WIDE_DISTRIBUTION;SEVERE_OUTLIER,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
MIX2_WIDE-SEVOUT_L2_106,5,combo,2,WIDE_DISTRIBUTION;SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK;HEAVY_TAIL,,,,BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_WIDE-SEVOUT_L3_107,5,combo,3,WIDE_DISTRIBUTION;SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK;HEAVY_TAIL,,,,BIDIR_TAIL;LOW_CPK;HEAVY_TAIL,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_WIDE-SEVOUT_L4_108,5,combo,4,WIDE_DISTRIBUTION;SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_WIDE-SEVOUT_L5_109,5,combo,5,WIDE_DISTRIBUTION;SEVERE_OUTLIER,fire,(조합),,,SEVERE_OUTLIER;WIDE_DISTRIBUTION;BIDIR_TAIL;LOW_CPK,SEVERE_OUTLIER;WIDE_DISTRIBUTION;LOW_CPK,,,,BIDIR_TAIL;LOW_CPK,MAJOR,"[MAJOR] [현상] outlier 성 fail 비율이 높게 나타납니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] outlier 성 fail 비율 높음 — 개별 die 산발 이상, contact/retest 재현성 확인"
MIX2_WIDE-SUBPOP_L1_110,5,combo,1,WIDE_DISTRIBUTION;SUBPOP_GAP,not_fire,(조합),,,UNKNOWN,UNKNOWN,,,,,MONITOR,"[MONITOR] [현상] fail 이 있으나 기존 룰로 설명되지 않는 상태입니다.
[과거사례] 참고할 수 있는 과거 사례가 없습니다. 
 [점검제안] 기존 signature 로 설명되지 않는 fail — 발화 사유(단위/limit/표본/조건)를 확인하고 새 불량유형 후보로 검토"
